10	7	12		39		15		8

11	0	2		10		15		8
11	3	8		51		15		8
11	4	9		51		15		8
11	5	10		51		15		8
11	6	11		51		15		8
11	7	12		40		15		8

12	0	5		15		15		8
12	2	7		53		15		8
12	3	8		53		15		8
12	4	9		53		15		8
12	5	10		53		15		8
12	6	11		53		15		8
12	7	12		43		15		8

13	0	34		15		15		8
13	2	7		61		15		8
13	3	8		61		15		8
13	4	9		61		15		8
13	5	10		61		15		8
13	6	11		61		15		8
13	7	12		50		15		8
end

2
//ID   ItemSection   ItemType   Level   Option   Luck   Skill   Dur   	Exe   Acc   Socket1   Socket2   Socket3   Socket4   Socket5   Value  
0      11             1          9       8        1      0      255.0 	63     5     255       255       255       255       255       20000   
0      10             1          9       8        1      0      255.0 	63     5     255       255       255       255       255       20000 
0      7              1          9       8        1      0      255.0 	63     5     255       255       255       255       255       20000 
0      0             14          9       8        1      1      255.0 	63     5     255       255       255       255       255       20000 

1      10             3          9       8        1      0      255.0 	63     5     255       255       255       255       255       20000   
1      8              3          9       8        1      0      255.0 	63     5     255       255       255       255       255       20000 
1      7              3          9       8        1      0      255.0 	63     5     255       255       255       255       255       20000 
1      13            21          9       8        1      0      255.0 	63     5     255       255       255       255       255       20000 

2      11             14          9       8        1      0      255.0 	63     5     255       255       255       255       255       20000   
2      10             14          9       8        1      0      255.0 	63     5     255       255       255       255       255       20000 
2      8              14          9       8        1      0      255.0 	63     5     255       255       255       255       255       20000 
2      4               5          9       8        1      1      255.0 	63     5     255       255       255       255       255       20000 
2      13             28          9       8        1      0      255.0 	63     5     255       255       255       255       255       20000 

3      13             21          9       8        1      0      255.0 	63     6     255       255       255       255       255       20000   
3      9              15          9       8        1      0      255.0 	63     6     255       255       255       255       255       20000 
3      8              15          9       8        1      0      255.0 	63     6     255       255       255       255       255       20000 
3      10             15          9       8        1      0      255.0 	63     6     255       255       255       255       255       20000 

4      13             25          9       8        1      0      255.0 	63     6     255       255       255       255       255       20000   
4      10             26          9       8        1      0      255.0 	63     6     255       255       255       255       255       20000 
4      11             26          9       8        1      0      255.0 	63     6     255       255       255       255       255       20000 
4      9              26          9       8        1      0      255.0 	63     6     255       255       255       255       255       20000 


5      7             40          9       8        1      0      255.0 	63     5     255       255       255       255       255       20000   
5      9             40          9       8        1      0      255.0 	63     5     255       255       255       255       255       20000 
5      10            40          9       8        1      0      255.0 	63     5     255       255       255       255       255       20000 
5      13            24          9       8        1      0      255.0 	63     6     255       255       255       255       255       20000 


6      8             59          9       8        1      0      255.0 	63     5     255       255       255       255       255       20000   
6      7             59          9       8        1      0      255.0 	63     5     255       255       255       255       255       20000 
6      9             59          9       8        1      0      255.0 	63     5     255       255       255       255       255       20000 
6      0             32          9       8        1      1      255.0 	63     5     255       255       255       255       255       20000 


7      7             46          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000   
7      8             46          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000 
7      9             46          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000 
7      10            46         15       8        1       0     255.0 	0     5     254       254       254       254       254       20000 
7      11            46          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000 

8      7             52          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000   
8      8             52          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000 
8      9             52          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000 
8      10            52          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000 
8      11            52          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000 

9      7             49          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000   
9      8             49          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000 
9      9             49          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000 
9      10            49          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000 
9      11            49          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000 

10      8             48          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000 
10      9             48          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000 
10      10            48          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000 
10      11            48          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000 

11       2            14          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000 
11      7             51          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000   
11      8             51          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000 
11      9             51          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000 
11      10            51          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000 
11      11            51          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000

12      7             53          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000   
12      8             53          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000 
12      9             53          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000 
12      10            53          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000 
12      11            53          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000 

13      8             61          15       8        1      0      255.0 	0     5     254       254       254       254       254       20000   
13      7             61           15       8        1      0      255.0 	0     5     254       254       254       254       254       20000 
13      9             61           15       8        1      0      255.0 	0     5     254       254       254       254       254       20000 
13      11            61           15       8        1      0      255.0 	0     5     254       254       254       254       254       20000 
13      0             34           15       8        1      1      255.0 	0     5     254       254       254       254       254       20000 
end
