11	"로랜시아 이동"																									
1	2	419	-1	10	-1	-1	267	51	142	144	2200	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
38	"로랜시아 리치 잡기"																									
0	1	1	2	3	-1	5	1	-1	-1	-1	-1	1	1	0	1	1	0	1	1	0	1	0	1	1	-1	-1
1	2	6	-1	10	-1	-1	17	0	166	225	2500	15000	14	85	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
39	"노리아 아콘 잡기"																									
0	1	1	2	3	-1	5	1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	1	0	0	0	0	-1	-1
1	2	31	-1	10	-1	-1	27	3	229	224	2500	15000	14	85	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40	"엘베란드 흉측한토끼 잡기"																									
0	1	1	2	3	-1	5	1	-1	-1	-1	-1	0	0	0	0	0	1	0	0	0	0	1	0	0	-1	-1
1	2	419	-1	10	-1	-1	267	51	142	144	2500	15000	14	85	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
41	"로랜시아 스킬상인 이동"																									
0	1	1	1	3	-1	7	1	-1	-1	-1	-1	1	1	0	1	1	0	1	1	0	1	0	1	1	-1	-1
1	5	-1	-1	-1	-1	-1	17	0	119	113	100	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
42	"노리아 스킬상인 이동"																									
0	1	1	1	3	-1	7	1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	1	0	0	0	0	-1	-1
1	5	-1	-1	-1	-1	-1	27	3	173	126	100	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
43	"엘베란드 스킬상인 이동"																									
0	1	1	1	3	-1	7	1	-1	-1	-1	-1	0	0	0	0	0	1	0	0	0	0	1	0	0	-1	-1
1	5	-1	-1	-1	-1	-1	267	51	36	218	100	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
44	"엘베란드2로 이동"																									
0	1	1	1	3	-1	7	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	5	-1	-1	-1	-1	-1	268	51	99	49	100	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
45	"엘베란드2 늑대인간 잡기"																									
0	1	1	2	3	-1	10	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	420	-1	12	-1	-1	268	51	78	58	3000	17000	16	40	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
46	"엘베란드2 리치 잡기"																									
0	1	1	2	3	-1	10	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	422	-1	12	-1	-1	268	51	78	58	3500	17000	14	373	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
47	"엘베란드 토템골램 잡기"																									
0	1	1	2	3	-1	13	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	423	-1	15	-1	-1	269	51	192	149	5500	17000	14	85	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
48	"엘베란드 괴수우씨대장 잡기"																									
0	1	1	2	3	-1	17	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	425	-1	15	-1	-1	269	51	215	43	7500	17000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
49	"20레벨 달성"																									
0	1	1	1	3	-1	17	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	3	20	-1	-1	-1	-1	268	51	78	58	10000	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
50	"데비아스 이동"																									
0	1	1	1	3	-1	20	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	5	-1	-1	-1	-1	-1	22	2	173	42	100	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
51	"데비아스 웜 잡기"																									
0	1	1	2	3	-1	20	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	24	-1	15	-1	-1	22	2	217	87	9500	20000	14	373	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
52	"데비아스 호머드 잡기1"																									
0	1	1	2	3	-1	20	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	23	-1	5	-1	-1	22	2	208	118	5500	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
53	"얼음괴물 잡기"																									
0	1	1	2	3	-1	20	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	22	-1	5	-1	-1	22	2	166	116	5500	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
54	"암살자 잡기"																									
0	1	1	2	3	-1	20	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	21	-1	15	-1	-1	22	2	122	27	10500	20000	14	373	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
55	"설인 잡기"																									
0	1	1	2	3	-1	20	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	19	-1	15	-1	-1	72	2	114	71	11000	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
56	"설인대장 잡기1"																									
0	1	1	2	3	-1	25	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	20	-1	15	-1	-1	73	2	53	64	11500	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
57	"설인 잡기2"																									
0	1	1	2	3	-1	25	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	19	-1	15	-1	-1	73	2	102	164	11500	20000	14	85	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
58	"호머드 잡기2"																									
0	1	1	2	3	-1	25	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	23	-1	15	-1	-1	73	2	47	209	12000	20000	13	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
59	"30레벨 달성"																									
0	1	1	1	3	-1	25	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	3	30	-1	-1	-1	-1	73	2	47	209	15000	12000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
60	"던전 이동"																									
0	1	1	1	3	-1	30	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	5	-1	-1	-1	-1	-1	2	1	109	235	100	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
61	"해골전사 잡기"																									
0	1	1	2	3	-1	30	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	14	-1	20	-1	-1	2	1	101	219	12000	20000	14	373	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
62	"유충 잡기"																									
0	1	1	2	3	-1	30	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	12	-1	20	-1	-1	2	1	84	190	13000	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
63	"싸이클롭스 잡기"																									
0	1	1	2	3	-1	35	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	17	-1	20	-1	-1	2	1	51	233	15000	20000	14	85	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
64	"고스트 잡기"																									
0	1	1	2	3	-1	35	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	11	-1	20	-1	-1	2	1	50	155	17000	20000	14	373	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
65	"40레벨 달성"																									
0	1	1	1	3	-1	35	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	3	40	-1	-1	-1	-1	2	1	50	155	25000	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
66	"던전2층 이동"																									
0	1	1	1	3	-1	40	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	5	-1	-1	-1	-1	-1	6	1	231	115	100	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
67	"헬하운드 잡기"																									
0	1	1	2	3	-1	40	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	5	-1	20	-1	-1	6	1	175	119	20000	20000	14	85	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
68	"해골궁수 잡기"																									
0	1	1	2	3	-1	40	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	15	-1	20	-1	-1	6	1	131	118	22000	20000	14	86	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
69	"헬스파이더 잡기"																									
0	1	1	2	3	-1	40	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	13	-1	20	-1	-1	6	1	116	75	24000	22000	14	373	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
70	"해골전사대장 잡기"																									
0	1	1	2	3	-1	43	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	16	-1	20	-1	-1	6	1	225	89	26000	24000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
71	"썬더리치 잡기"																									
0	1	1	2	3	-1	43	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	9	-1	20	-1	-1	6	1	235	15	28000	26000	14	373	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
72	"포이즌소뿔전사 잡기"																									
0	1	1	2	3	-1	45	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	8	-1	20	-1	-1	6	1	117	31	30000	28000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
73	"다크나이트 잡기"																									
0	1	1	2	3	-1	45	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	10	-1	20	-1	-1	14	1	30	116	30000	28000	14	400	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
74	"50레벨 달성"																									
0	1	1	1	3	-1	45	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	3	50	-1	-1	-1	-1	14	1	30	116	40000	35000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
75	"겐스 듀프리언 찾아가기"																									
0	1	1	1	3	-1	50	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	5	-1	-1	-1	-1	-1	17	0	144	126	100	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
76	"겐스 바네르트 찾아가기"																									
0	1	1	1	3	-1	50	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	5	-1	-1	-1	-1	-1	27	3	168	100	100	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
77	"로스트타워 이동"																									
0	2	1	1	3	-1	50	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	5	-1	-1	-1	-1	-1	29	4	211	96	100	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
78	"쉐도우 잡기"																									
0	2	1	2	3	-1	50	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	36	-1	20	-1	-1	29	4	211	96	30000	28000	14	373	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
79	"포이즌쉐도우 잡기"																									
0	2	1	2	3	-1	50	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	39	-1	20	-1	-1	29	4	201	35	32000	30000	14	85	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
80	"저주받은법사 잡기"																									
0	2	1	2	3	-1	53	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	34	-1	20	-1	-1	31	4	212	245	34000	32000	14	86	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
81	"데쓰카우 잡기"																									
0	2	1	2	3	-1	53	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	41	-1	20	-1	-1	33	4	118	230	36000	34000	14	87	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
82	"데빌 잡기"																									
0	2	1	2	3	-1	55	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	37	-1	20	-1	-1	35	4	107	106	38000	36000	14	373	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
83	"데쓰나이트 잡기"																									
0	2	1	2	3	-1	55	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	40	-1	20	-1	-1	37	4	115	28	40000	38000	14	400	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
84	"60레벨 달성"																									
0	2	1	1	3	-1	55	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	3	60	-1	-1	-1	-1	37	4	115	25	45000	40000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
85	"아틀란스 이동"																									
0	2	1	1	3	-1	60	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	5	-1	-1	-1	-1	-1	49	7	23	44	100	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
86	"바하무트 잡기"																									
0	2	1	2	3	-1	60	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	45	-1	30	-1	-1	49	7	23	44	42000	40000	14	373	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
87	"베파르 잡기"																									
0	2	1	2	3	-1	60	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	46	-1	30	-1	-1	49	7	33	70	52000	50000	14	85	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
88	"발키리 잡기"																									
0	2	1	2	3	-1	65	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	47	-1	10	-1	-1	49	7	32	112	25000	30000	14	373	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
89	"70레벨 달성"																									
0	2	1	1	3	-1	65	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	3	70	-1	-1	-1	-1	49	7	33	70	75000	70000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
90	"아틀란스 사냥터추천1"																									
0	2	1	2	3	-1	70	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	46	-1	50	-1	-1	49	7	33	70	80000	75000	14	372	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
91	"80레벨 달성"																									
0	2	1	1	3	-1	70	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	3	80	-1	-1	-1	-1	49	7	33	70	85000	80000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
92	"아틀란스2 이동"																									
0	2	1	1	3	-1	80	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	5	-1	-1	-1	-1	-1	75	7	236	35	100	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
93	"대형바하무트 잡기"																									
0	2	1	2	3	-1	80	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	51	-1	30	-1	-1	75	7	236	35	64000	62000	14	373	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
94	"실버발키리 잡기"																									
0	2	1	2	3	-1	80	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	52	-1	30	-1	-1	75	7	78	145	66000	64000	14	85	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
95	"리자드킹 잡기"																									
0	2	1	2	3	-1	80	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	48	-1	30	-1	-1	75	7	162	154	68000	66000	14	373	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
96	"데쓰고르곤 잡기"																									
0	2	1	2	3	-1	85	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	35	-1	30	-1	-1	39	4	30	33	70000	68000	14	400	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
97	"90레벨 달성"																									
0	2	1	1	3	-1	85	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	3	90	-1	-1	-1	-1	75	7	236	35	95000	90000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
98	"아틀란스 사냥터추천2"																									
0	2	1	2	3	-1	90	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	51	-1	50	-1	-1	75	7	236	35	100000	95000	14	372	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
99	"100레벨 달성"																									
0	2	1	1	3	-1	90	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	3	100	-1	-1	-1	-1	75	7	236	35	110000	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
100	"엘베 쉐도우팬텀 이동"																									
0	2	1	1	3	-1	100	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	5	-1	-1	-1	-1	-1	267	51	57	231	100	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
101	"아틀란스 사냥터추천3"																									
0	2	1	2	3	-1	100	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	2	51	-1	100	-1	-1	75	7	236	35	120000	110000	14	372	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
102	"110레벨 달성"																									
0	2	1	1	3	-1	101	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
1	3	110	-1	-1	-1	-1	75	7	236	35	150000	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
103	"아틀란스 사냥터추천4"																									
0	2	1	2	3	-1	110	1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1
