0
//Section    Type   Option1   Option2  Option3   Option4  Option5    Option6   BonusOption    OptionRate   LuckRate   SkillRate
0	     42	    0	      3	       *	 *	  *	     *	       *	      40000	   500000     1000000
0	     58	    0	      5	       *	 *	  *	     *	       2	      40000	   500000     1000000
0	     58	    0	      5	       *	 *	  *	     *	       3	      40000	   500000     1000000
0	     58	    0	      3	       6	 *	  *	     *	       *	      80000	   500000     1000000
0	     58	    0	      3	       6	 *	  *	     *	       1	      40000	   500000     1000000
0	     58	    0	      3	       6	 *	  *	     *	       2	      40000	   500000     1000000
0	     58	    0	      3	       6	 *	  *	     *	       3	      40000	   500000     1000000
0	     46	    0	      3	       *	 *	  *	     *	       *	      40000	   500000     1000000
0	     46	    0	      3	       *	 *	  *	     *	       1	      40000	   500000     1000000
0	     46	    0	      3	       *	 *	  *	     *	       2	      40000	   500000     1000000
0	     46	    0	      3	       *	 *	  *	     *	       3	      40000	   500000     1000000
0	     46	    0	      6	       *	 *	  *	     *	       *	      40000	   500000     1000000
0	     46	    0	      6	       *	 *	  *	     *	       1	      40000	   500000     1000000
0	     46	    0	      6	       *	 *	  *	     *	       2	      40000	   500000     1000000
0	     46	    0	      6	       *	 *	  *	     *	       3	      40000	   500000     1000000
0	     46	    0	      7	       *	 *	  *	     *	       *	      40000	   500000     1000000
0	     46	    0	      7	       *	 *	  *	     *	       1	      40000	   500000     1000000
0	     46	    0	      7	       *	 *	  *	     *	       2	      40000	   500000     1000000
0	     46	    0	      7	       *	 *	  *	     *	       3	      40000	   500000     1000000
0	     46	    0	      4	       *	 *	  *	     *	       *	      40000	   500000     1000000
0	     46	    0	      4	       *	 *	  *	     *	       1	      40000	   500000     1000000
0	     46	    0	      4	       *	 *	  *	     *	       2	      40000	   500000     1000000
0	     46	    0	      4	       *	 *	  *	     *	       3	      40000	   500000     1000000
0	     46	    0	      5	       *	 *	  *	     *	       *	      40000	   500000     1000000
0	     46	    0	      5	       *	 *	  *	     *	       1	      40000	   500000     1000000
0	     46	    0	      5	       *	 *	  *	     *	       2	      40000	   500000     1000000
0	     46	    0	      5	       *	 *	  *	     *	       3	      40000	   500000     1000000
0	     46	    0	      3	       6	 *	  *	     *	       *	      80000	   500000     1000000
0	     46	    0	      3	       6	 *	  *	     *	       1	      40000	   500000     1000000
0	     46	    0	      3	       6	 *	  *	     *	       2	      40000	   500000     1000000
0	     46	    0	      3	       6	 *	  *	     *	       3	      40000	   500000     1000000
0	     59	    0	      3	       *	 *	  *	     *	       *	      40000	   500000     1000000
0	     59	    0	      3	       *	 *	  *	     *	       1	      40000	   500000     1000000
0	     59	    0	      3	       *	 *	  *	     *	       2	      40000	   500000     1000000
0	     59	    0	      3	       *	 *	  *	     *	       3	      40000	   500000     1000000
0	     59	    0	      6	       *	 *	  *	     *	       *	      40000	   500000     1000000
0	     59	    0	      6	       *	 *	  *	     *	       1	      40000	   500000     1000000
0	     59	    0	      6	       *	 *	  *	     *	       2	      40000	   500000     1000000
0	     59	    0	      6	       *	 *	  *	     *	       3	      40000	   500000     1000000
0	     59	    0	      7	       *	 *	  *	     *	       *	      40000	   500000     1000000
0	     59	    0	      7	       *	 *	  *	     *	       1	      40000	   500000     1000000
0	     59	    0	      7	       *	 *	  *	     *	       2	      40000	   500000     1000000
0	     59	    0	      7	       *	 *	  *	     *	       3	      40000	   500000     1000000
0	     59	    0	      4	       *	 *	  *	     *	       *	      40000	   500000     1000000
0	     59	    0	      4	       *	 *	  *	     *	       1	      40000	   500000     1000000
0	     59	    0	      4	       *	 *	  *	     *	       2	      40000	   500000     1000000
0	     59	    0	      4	       *	 *	  *	     *	       3	      40000	   500000     1000000
0	     59	    0	      5	       *	 *	  *	     *	       *	      40000	   500000     1000000
0	     59	    0	      5	       *	 *	  *	     *	       1	      40000	   500000     1000000
0	     59	    0	      5	       *	 *	  *	     *	       2	      40000	   500000     1000000
0	     59	    0	      5	       *	 *	  *	     *	       3	      40000	   500000     1000000
0	     59	    0	      3	       6	 *	  *	     *	       *	      80000	   500000     1000000
0	     59	    0	      3	       6	 *	  *	     *	       1	      40000	   500000     1000000
0	     59	    0	      3	       6	 *	  *	     *	       2	      40000	   500000     1000000
0	     59	    0	      3	       6	 *	  *	     *	       3	      40000	   500000     1000000
0	     71	    0	      3	       *	 *	  *	     *	       1	      40000	   500000     1000000
0	     71	    0	      3	       *	 *	  *	     *	       2	      40000	   500000     1000000
0	     71	    0	      3	       *	 *	  *	     *	       3	      40000	   500000     1000000
0	     71	    0	      6	       *	 *	  *	     *	       *	      40000	   500000     1000000
0	     71	    0	      6	       *	 *	  *	     *	       1	      40000	   500000     1000000
0	     71	    0	      6	       *	 *	  *	     *	       2	      40000	   500000     1000000
0	     71	    0	      6	       *	 *	  *	     *	       3	      40000	   500000     1000000
0	     71	    0	      7	       *	 *	  *	     *	       *	      40000	   500000     1000000
0	     71	    0	      7	       *	 *	  *	     *	       1	      40000	   500000     1000000
0	     71	    0	      7	       *	 *	  *	     *	       2	      40000	   500000     1000000
0	     71	    0	      7	       *	 *	  *	     *	       3	      40000	   500000     1000000
0	     71	    0	      4	       *	 *	  *	     *	       *	      40000	   500000     1000000
0	     71	    0	      4	       *	 *	  *	     *	       1	      40000	   500000     1000000
0	     71	    0	      4	       *	 *	  *	     *	       2	      40000	   500000     1000000
0	     71	    0	      4	       *	 *	  *	     *	       3	      40000	   500000     1000000
0	     71	    0	      5	       *	 *	  *	     *	       *	      40000	   500000     1000000
0	     71	    0	      5	       *	 *	  *	     *	       1	      40000	   500000     1000000
0	     71	    0	      5	       *	 *	  *	     *	       2	      40000	   500000     1000000
0	     71	    0	      5	       *	 *	  *	     *	       3	      40000	   500000     1000000
0	     71	    0	      3	       6	 *	  *	     *	       *	      80000	   500000     1000000
0	     71	    0	      3	       6	 *	  *	     *	       1	      40000	   500000     1000000
0	     71	    0	      3	       6	 *	  *	     *	       2	      40000	   500000     1000000
0	     71	    0	      3	       6	 *	  *	     *	       3	      40000	   500000     1000000
2	     22	    0	      3	       *	 *	  *	     *	       *	      40000	   500000     1000000
2	     22	    0	      3	       *	 *	  *	     *	       1	      40000	   500000     1000000
2	     22	    0	      3	       *	 *	  *	     *	       2	      40000	   500000     1000000
2	     22	    0	      3	       *	 *	  *	     *	       3	      40000	   500000     1000000
2	     22	    0	      6	       *	 *	  *	     *	       *	      40000	   500000     1000000
2	     22	    0	      6	       *	 *	  *	     *	       1	      40000	   500000     1000000
2	     22	    0	      6	       *	 *	  *	     *	       2	      40000	   500000     1000000
2	     22	    0	      6	       *	 *	  *	     *	       3	      40000	   500000     1000000
2	     22	    0	      7	       *	 *	  *	     *	       *	      40000	   500000     1000000
2	     22	    0	      7	       *	 *	  *	     *	       1	      40000	   500000     1000000
2	     22	    0	      7	       *	 *	  *	     *	       2	      40000	   500000     1000000
2	     22	    0	      7	       *	 *	  *	     *	       3	      40000	   500000     1000000
2	     22	    0	      4	       *	 *	  *	     *	       *	      40000	   500000     1000000
2	     22	    0	      4	       *	 *	  *	     *	       1	      40000	   500000     1000000
2	     22	    0	      4	       *	 *	  *	     *	       2	      40000	   500000     1000000
2	     22	    0	      4	       *	 *	  *	     *	       3	      40000	   500000     1000000
2	     22	    0	      5	       *	 *	  *	     *	       *	      40000	   500000     1000000
2	     22	    0	      5	       *	 *	  *	     *	       1	      40000	   500000     1000000
2	     22	    0	      5	       *	 *	  *	     *	       2	      40000	   500000     1000000
2	     22	    0	      5	       *	 *	  *	     *	       3	      40000	   500000     1000000
2	     22	    0	      3	       6	 *	  *	     *	       *	      80000	   500000     1000000
2	     22	    0	      3	       6	 *	  *	     *	       1	      40000	   500000     1000000
2	     22	    0	      3	       6	 *	  *	     *	       2	      40000	   500000     1000000
2	     22	    0	      3	       6	 *	  *	     *	       3	      40000	   500000     1000000
2	     32	    0	      3	       *	 *	  *	     *	       *	      40000	   500000     1000000
2	     32	    0	      3	       *	 *	  *	     *	       1	      40000	   500000     1000000
2	     32	    0	      3	       *	 *	  *	     *	       2	      40000	   500000     1000000
2	     32	    0	      3	       *	 *	  *	     *	       3	      40000	   500000     1000000
2	     32	    0	      6	       *	 *	  *	     *	       *	      40000	   500000     1000000
2	     32	    0	      6	       *	 *	  *	     *	       1	      40000	   500000     1000000
2	     32	    0	      6	       *	 *	  *	     *	       2	      40000	   500000     1000000
2	     32	    0	      6	       *	 *	  *	     *	       3	      40000	   500000     1000000
2	     32	    0	      7	       *	 *	  *	     *	       *	      40000	   500000     1000000
2	     32	    0	      7	       *	 *	  *	     *	       1	      40000	   500000     1000000
2	     32	    0	      7	       *	 *	  *	     *	       2	      40000	   500000     1000000
2	     32	    0	      7	       *	 *	  *	     *	       3	      40000	   500000     1000000
2	     32	    0	      4	       *	 *	  *	     *	       *	      40000	   500000     1000000
2	     32	    0	      4	       *	 *	  *	     *	       1	      40000	   500000     1000000
2	     32	    0	      4	       *	 *	  *	     *	       2	      40000	   500000     1000000
2	     32	    0	      4	       *	 *	  *	     *	       3	      40000	   500000     1000000
2	     32	    0	      5	       *	 *	  *	     *	       *	      40000	   500000     1000000
2	     32	    0	      5	       *	 *	  *	     *	       1	      40000	   500000     1000000
2	     32	    0	      5	       *	 *	  *	     *	       2	      40000	   500000     1000000
2	     32	    0	      5	       *	 *	  *	     *	       3	      40000	   500000     1000000
2	     32	    0	      3	       6	 *	  *	     *	       *	      80000	   500000     1000000
2	     32	    0	      3	       6	 *	  *	     *	       1	      40000	   500000     1000000
2	     32	    0	      3	       6	 *	  *	     *	       2	      40000	   500000     1000000
2	     32	    0	      3	       6	 *	  *	     *	       3	      40000	   500000     1000000
3	     19	    0	      3	       *	 *	  *	     *	       *	      40000	   500000     1000000
3	     19	    0	      3	       *	 *	  *	     *	       1	      40000	   500000     1000000
3	     19	    0	      3	       *	 *	  *	     *	       2	      40000	   500000     1000000
3	     19	    0	      3	       *	 *	  *	     *	       3	      40000	   500000     1000000
3	     19	    0	      6	       *	 *	  *	     *	       *	      40000	   500000     1000000
3	     19	    0	      6	       *	 *	  *	     *	       1	      40000	   500000     1000000
3	     19	    0	      6	       *	 *	  *	     *	       2	      40000	   500000     1000000
3	     19	    0	      6	       *	 *	  *	     *	       3	      40000	   500000     1000000
3	     19	    0	      7	       *	 *	  *	     *	       *	      40000	   500000     1000000
3	     19	    0	      7	       *	 *	  *	     *	       1	      40000	   500000     1000000
3	     19	    0	      7	       *	 *	  *	     *	       2	      40000	   500000     1000000
3	     19	    0	      7	       *	 *	  *	     *	       3	      40000	   500000     1000000
3	     19	    0	      4	       *	 *	  *	     *	       *	      40000	   500000     1000000
3	     19	    0	      4	       *	 *	  *	     *	       1	      40000	   500000     1000000
3	     19	    0	      4	       *	 *	  *	     *	       2	      40000	   500000     1000000
3	     19	    0	      4	       *	 *	  *	     *	       3	      40000	   500000     1000000
3	     19	    0	      5	       *	 *	  *	     *	       *	      40000	   500000     1000000
3	     19	    0	      5	       *	 *	  *	     *	       1	      40000	   500000     1000000
3	     19	    0	      5	       *	 *	  *	     *	       2	      40000	   500000     1000000
3	     19	    0	      5	       *	 *	  *	     *	       3	      40000	   500000     1000000
3	     19	    0	      3	       6	 *	  *	     *	       *	      80000	   500000     1000000
3	     19	    0	      3	       6	 *	  *	     *	       1	      40000	   500000     1000000
3	     19	    0	      3	       6	 *	  *	     *	       2	      40000	   500000     1000000
3	     19	    0	      3	       6	 *	  *	     *	       3	      40000	   500000     1000000
3	     25	    0	      3	       *	 *	  *	     *	       *	      40000	   500000     1000000
3	     25	    0	      3	       *	 *	  *	     *	       1	      40000	   500000     1000000
3	     25	    0	      3	       *	 *	  *	     *	       2	      40000	   500000     1000000
3	     25	    0	      3	       *	 *	  *	     *	       3	      40000	   500000     1000000
3	     25	    0	      6	       *	 *	  *	     *	       *	      40000	   500000     1000000
3	     25	    0	      6	       *	 *	  *	     *	       1	      40000	   500000     1000000
3	     25	    0	      6	       *	 *	  *	     *	       2	      40000	   500000     1000000
3	     25	    0	      6	       *	 *	  *	     *	       3	      40000	   500000     1000000
3	     25	    0	      7	       *	 *	  *	     *	       *	      40000	   500000     1000000
3	     25	    0	      7	       *	 *	  *	     *	       1	      40000	   500000     1000000
3	     25	    0	      7	       *	 *	  *	     *	       2	      40000	   500000     1000000
3	     25	    0	      7	       *	 *	  *	     *	       3	      40000	   500000     1000000
3	     25	    0	      4	       *	 *	  *	     *	       *	      40000	   500000     1000000
3	     25	    0	      4	       *	 *	  *	     *	       1	      40000	   500000     1000000
3	     25	    0	      4	       *	 *	  *	     *	       2	      40000	   500000     1000000
3	     25	    0	      4	       *	 *	  *	     *	       3	      40000	   500000     1000000
3	     25	    0	      5	       *	 *	  *	     *	       *	      40000	   500000     1000000
3	     25	    0	      5	       *	 *	  *	     *	       1	      40000	   500000     1000000
3	     25	    0	      5	       *	 *	  *	     *	       2	      40000	   500000     1000000
3	     25	    0	      5	       *	 *	  *	     *	       3	      40000	   500000     1000000
3	     25	    0	      3	       6	 *	  *	     *	       *	      80000	   500000     1000000
3	     25	    0	      3	       6	 *	  *	     *	       1	      40000	   500000     1000000
3	     25	    0	      3	       6	 *	  *	     *	       2	      40000	   500000     1000000
3	     25	    0	      3	       6	 *	  *	     *	       3	      40000	   500000     1000000
4	     28	    0	      3	       *	 *	  *	     *	       *	      40000	   500000     1000000
4	     28	    0	      3	       *	 *	  *	     *	       1	      40000	   500000     1000000
4	     28	    0	      3	       *	 *	  *	     *	       2	      40000	   500000     1000000
4	     28	    0	      3	       *	 *	  *	     *	       3	      40000	   500000     1000000
4	     28	    0	      6	       *	 *	  *	     *	       *	      40000	   500000     1000000
4	     28	    0	      6	       *	 *	  *	     *	       1	      40000	   500000     1000000
4	     28	    0	      6	       *	 *	  *	     *	       2	      40000	   500000     1000000
4	     28	    0	      6	       *	 *	  *	     *	       3	      40000	   500000     1000000
4	     28	    0	      7	       *	 *	  *	     *	       *	      40000	   500000     1000000
4	     28	    0	      7	       *	 *	  *	     *	       1	      40000	   500000     1000000
4	     28	    0	      7	       *	 *	  *	     *	       2	      40000	   500000     1000000
4	     28	    0	      7	       *	 *	  *	     *	       3	      40000	   500000     1000000
4	     28	    0	      4	       *	 *	  *	     *	       *	      40000	   500000     1000000
4	     28	    0	      4	       *	 *	  *	     *	       1	      40000	   500000     1000000
4	     28	    0	      4	       *	 *	  *	     *	       2	      40000	   500000     1000000
4	     28	    0	      4	       *	 *	  *	     *	       3	      40000	   500000     1000000
4	     28	    0	      5	       *	 *	  *	     *	       *	      40000	   500000     1000000
4	     28	    0	      5	       *	 *	  *	     *	       1	      40000	   500000     1000000
4	     28	    0	      5	       *	 *	  *	     *	       2	      40000	   500000     1000000
4	     28	    0	      5	       *	 *	  *	     *	       3	      40000	   500000     1000000
4	     28	    0	      3	       6	 *	  *	     *	       *	      80000	   500000     1000000
4	     28	    0	      3	       6	 *	  *	     *	       1	      40000	   500000     1000000
4	     28	    0	      3	       6	 *	  *	     *	       2	      40000	   500000     1000000
4	     28	    0	      3	       6	 *	  *	     *	       3	      40000	   500000     1000000
4	     34	    0	      3	       *	 *	  *	     *	       *	      40000	   500000     1000000
4	     34	    0	      3	       *	 *	  *	     *	       1	      40000	   500000     1000000
4	     34	    0	      3	       *	 *	  *	     *	       2	      40000	   500000     1000000
4	     34	    0	      3	       *	 *	  *	     *	       3	      40000	   500000     1000000
4	     34	    0	      6	       *	 *	  *	     *	       *	      40000	   500000     1000000
4	     34	    0	      6	       *	 *	  *	     *	       1	      40000	   500000     1000000
4	     34	    0	      6	       *	 *	  *	     *	       2	      40000	   500000     1000000
4	     34	    0	      6	       *	 *	  *	     *	       3	      40000	   500000     1000000
4	     34	    0	      7	       *	 *	  *	     *	       *	      40000	   500000     1000000
4	     34	    0	      7	       *	 *	  *	     *	       1	      40000	   500000     1000000
4	     34	    0	      7	       *	 *	  *	     *	       2	      40000	   500000     1000000
4	     34	    0	      7	       *	 *	  *	     *	       3	      40000	   500000     1000000
4	     34	    0	      4	       *	 *	  *	     *	       *	      40000	   500000     1000000
4	     34	    0	      4	       *	 *	  *	     *	       1	      40000	   500000     1000000
4	     34	    0	      4	       *	 *	  *	     *	       2	      40000	   500000     1000000
4	     34	    0	      4	       *	 *	  *	     *	       3	      40000	   500000     1000000
4	     34	    0	      5	       *	 *	  *	     *	       *	      40000	   500000     1000000
4	     34	    0	      5	       *	 *	  *	     *	       1	      40000	   500000     1000000
4	     34	    0	      5	       *	 *	  *	     *	       2	      40000	   500000     1000000
4	     34	    0	      5	       *	 *	  *	     *	       3	      40000	   500000     1000000
4	     34	    0	      3	       6	 *	  *	     *	       *	      80000	   500000     1000000
4	     34	    0	      3	       6	 *	  *	     *	       1	      40000	   500000     1000000
4	     34	    0	      3	       6	 *	  *	     *	       2	      40000	   500000     1000000
4	     34	    0	      3	       6	 *	  *	     *	       3	      40000	   500000     1000000
4	     48	    0	      3	       *	 *	  *	     *	       *	      40000	   500000     1000000
4	     48	    0	      3	       *	 *	  *	     *	       1	      40000	   500000     1000000
4	     48     0	      3	       *	 *	  *	     *	       2	      40000	   500000     1000000
4	     48	    0	      3	       *	 *	  *	     *	       3	      40000	   500000     1000000
4	     48	    0	      6	       *	 *	  *	     *	       *	      40000	   500000     1000000
4	     48	    0	      6	       *	 *	  *	     *	       1	      40000	   500000     1000000
4	     48	    0	      6	       *	 *	  *	     *	       2	      40000	   500000     1000000
4	     48	    0	      6	       *	 *	  *	     *	       3	      40000	   500000     1000000
4	     48	    0	      7	       *	 *	  *	     *	       *	      40000	   500000     1000000
4	     48	    0	      7	       *	 *	  *	     *	       1	      40000	   500000     1000000
4	     48	    0	      7	       *	 *	  *	     *	       2	      40000	   500000     1000000
4	     48	    0	      7	       *	 *	  *	     *	       3	      40000	   500000     1000000
4	     48	    0	      4	       *	 *	  *	     *	       *	      40000	   500000     1000000
4	     48	    0	      4	       *	 *	  *	     *	       1	      40000	   500000     1000000
4	     48	    0	      4	       *	 *	  *	     *	       2	      40000	   500000     1000000
4	     48	    0	      4	       *	 *	  *	     *	       3	      40000	   500000     1000000
4	     48	    0	      5	       *	 *	  *	     *	       *	      40000	   500000     1000000
4	     48	    0	      5	       *	 *	  *	     *	       1	      40000	   500000     1000000
4	     48	    0	      5	       *	 *	  *	     *	       2	      40000	   500000     1000000
4	     48	    0	      5	       *	 *	  *	     *	       3	      40000	   500000     1000000
4	     48	    0	      3	       6	 *	  *	     *	       *	      80000	   500000     1000000
4	     48	    0	      3	       6	 *	  *	     *	       1	      40000	   500000     1000000
4	     48	    0	      3	       6	 *	  *	     *	       2	      40000	   500000     1000000
4	     48	    0	      3	       6	 *	  *	     *	       3	      40000	   500000     1000000
5	     41	    0	      3	       *	 *	  *	     *	       *	      40000	   500000     1000000
5	     41	    0	      3	       *	 *	  *	     *	       1	      40000	   500000     1000000
5	     41	    0	      3	       *	 *	  *	     *	       2	      40000	   500000     1000000
5	     41	    0	      3	       *	 *	  *	     *	       3	      40000	   500000     1000000
5	     41	    0	      6	       *	 *	  *	     *	       *	      40000	   500000     1000000
5	     41	    0	      6	       *	 *	  *	     *	       1	      40000	   500000     1000000
5	     41	    0	      6	       *	 *	  *	     *	       2	      40000	   500000     1000000
5	     41	    0	      6	       *	 *	  *	     *	       3	      40000	   500000     1000000
5	     41	    0	      7	       *	 *	  *	     *	       *	      40000	   500000     1000000
5	     41	    0	      7	       *	 *	  *	     *	       1	      40000	   500000     1000000
5	     41	    0	      7	       *	 *	  *	     *	       2	      40000	   500000     1000000
5	     41	    0	      7	       *	 *	  *	     *	       3	      40000	   500000     1000000
5	     41	    0	      4	       *	 *	  *	     *	       *	      40000	   500000     1000000
5	     41	    0	      4	       *	 *	  *	     *	       1	      40000	   500000     1000000
5	     41	    0	      4	       *	 *	  *	     *	       2	      40000	   500000     1000000
5	     41	    0	      4	       *	 *	  *	     *	       3	      40000	   500000     1000000
5	     41	    0	      5	       *	 *	  *	     *	       *	      40000	   500000     1000000
5	     41	    0	      5	       *	 *	  *	     *	       1	      40000	   500000     1000000
5	     41	    0	      5	       *	 *	  *	     *	       2	      40000	   500000     1000000
5	     41	    0	      5	       *	 *	  *	     *	       3	      40000	   500000     1000000
5	     41	    0	      3	       6	 *	  *	     *	       *	      80000	   500000     1000000
5	     41	    0	      3	       6	 *	  *	     *	       1	      40000	   500000     1000000
5	     41	    0	      3	       6	 *	  *	     *	       2	      40000	   500000     1000000
5	     41	    0	      3	       6	 *	  *	     *	       3	      40000	   500000     1000000
5	     43	    0	      3	       *	 *	  *	     *	       *	      40000	   500000     1000000
5	     43	    0	      3	       *	 *	  *	     *	       1	      40000	   500000     1000000
5	     43	    0	      3	       *	 *	  *	     *	       2	      40000	   500000     1000000
5	     43	    0	      3	       *	 *	  *	     *	       3	      40000	   500000     1000000
5	     43	    0	      6	       *	 *	  *	     *	       *	      40000	   500000     1000000
