0
//Index   Group   Value   Comment
4276      1       0       //Bloodangel Slayer Armor
4277      1       1       //Darkangel Slayer Armor
4278      1       2       //Holyangel Slayer Armor
4279      1       3       //Soul Slayer Armor
4280	  1	  4	  //Blue Eye Slayer Armor	
4281	  1	  5	  //Silverheart Slayer Amor
4285      1       5       //Silverheart Knight Armor
4286      1       5       //Silverheart Wizard Armor
4287      1       5       //Silverheart Elf Armor (A)
4288      1       5       //Silverheart Summoner Armor
4289      1       5       //Silverheart Magic Armor (A)
4290      1       5       //Silverheart Lord Armor
4291      1       5       //Silverheart Fighter Armor
4292      1       5       //Silverheart Lancer Armor
4293      1       5       //Silverheart Elf Armor (B)
4294      1       5       //Silverheart Magic Armor (B)
4295      1       5       //Silverheart Runist Armor
4296	  1	  0	  //Blood Angel Knight Amor (C)	
4297	  1	  1	  //Dark Angel Knight Amor (C)	
4298	  1	  2	  //Holy Angel Knight Amor (C)	
4299	  1	  3	  //Soul Knight Amor (C)	
4300	  1	  4	  //Blue Eye Knight Amor (C)	
4301	  1	  5	  //Silverheart Knight Amor (C)	
4308	  1	  0	  //Blood Angel Gun Crusher Amor
4309	  1	  1	  //Dark Angel Gun Crusher Amor
4310	  1	  2	  //Holy Angel Gun Crusher Amor
4311	  1	  3	  //Soul Gun Crusher Amor
4317	  1	  6	  //Manticore Wizard Amor
4318	  1	  6	  //Manticore Elf Amor
4319	  1	  6	  //Manticore Summoner Amor
4320	  1	  6	  //Manticore Magic Amor
4321	  1	  6	  //Manticore Lord Amor
4322	  1	  6	  //Manticore Fighter Amor
4323	  1	  6	  //Manticore Lancer Amor
4324	  1	  6	  //Manticore Elf Amor
4325	  1	  6	  //Manticore Magic Amor
4326	  1	  6	  //Manticore Rune Wizard Amor
4327	  1	  6	  //Manticore Slayer Amor
4328	  1	  6	  //Manticore Knight Amor (Conviction)
4706      1       0       //Bloodangel Knight Pants
4707      1       0       //Bloodangel Wizard Pants
4708      1       0       //Bloodangel Elf Pants (A)
4709      1       0       //Bloodangel Summoner Pants
4710      1       0       //Bloodangel Magic Pants (A)
4711      1       0       //Bloodangel Lord Pants
4712      1       0       //Bloodangel Fighter Pants
4713      1       0       //Bloodangel Lancer Pants
4714      1       3       //Awakening Soul Knight Pants
4715      1       3       //Awakening Soul Wizard Pants
4716      1       3       //Awakening Soul Elf Pants (A)
4717      1       3       //Awakening Soul Summoner Pants
4718      1       3       //Awakening Soul Magic Pants (A)
4719      1       3       //Awakening Soul Lord Pants
4720      1       3       //Awakening Soul Fighter Pants
4721      1       3       //Awakening Soul Lancer Pants
4722      1       3       //Awakening Soul Elf Pants (B)
4723      1       3       //Awakening Soul Magic Pants (B)
4730      1       0       //Bloodangel Runist Pants
4731      1       1       //Darkangel Runist Pants
4735      1       2       //Holyangel Runist Pants
4736      1       3       //Awakening Soul Runist Pants
4737      1       4       //Blue Eye Runist Pants
4746      1       1       //Darkangel Knight Pants
4747      1       1       //Darkangel Wizard Pants
4748      1       1       //Darkangel Elf Pants (A)
4749      1       1       //Darkangel Summoner Pants
4750      1       1       //Darkangel Magic Pants (A)
4751      1       1       //Darkangel Lord Pants
4752      1       1       //Darkangel Fighter Pants
4753      1       1       //Darkangel Lancer Pants
4758      1       2       //Holyangel Knight Pants
4759      1       2       //Holyangel Wizard Pants
4760      1       2       //Holyangel Elf Pants (A)
4761      1       2       //Holyangel Summoner Pants
4762      1       2       //Holyangel Magic Pants (A)
4763      1       2       //Holyangel Lord Pants
4764      1       2       //Holyangel Fighter Pants
4765      1       2       //Holyangel Lancer Pants
4766      1       0       //Bloodangel Elf Pants (B)
4767      1       1       //Darkangel Elf Pants (B)
4768      1       2       //Holyangel Elf Pants (B)
4769      1       0       //Bloodangel Magic Pants (B)
4770      1       1       //Darkangel Magic Pants (B)
4771      1       2       //Holyangel Magic Pants (B)
4772      1       4       //Blue Eye Knight Pants
4773      1       4       //Blue Eye Wizard Pants
4774      1       4       //Blue Eye Elf Pants (A)
4775      1       4       //Blue Eye Summoner Pants
4776      1       4       //Blue Eye Magic Pants (A)
4777      1       4       //Blue Eye Lord Pants
4778      1       4       //Blue Eye Fighter Pants
4779      1       4       //Blue Eye Lancer Pants
4780      1       4       //Blue Eye Elf Pants (B)
4781      1       4       //Blue Eye Magic Pants (B)
4788      1       0       //Bloodangel Slayer Pants
4789      1       1       //Darkangel Slayer Pants
4790      1       2       //Holyangel Slayer Pants
4791      1       3       //Soul Slayer Pants
4792	  1	  4	  //Blue Eye Slayer Pants
4793	  1	  5	  //Silverheart Slayer Pants
4797      1       5       //Silverheart Knight Pants
4798      1       5       //Silverheart Wizard Pants
4799      1       5       //Silverheart Elf Pants (A)
4800      1       5       //Silverheart Summoner Pants
4801      1       5       //Silverheart Magic Pants (A)
4802      1       5       //Silverheart Lord Pants
4803      1       5       //Silverheart Fighter Pants
4804      1       5       //Silverheart LancerPants
4805      1       5       //Silverheart Elf Pants (B)
4806      1       5       //Silverheart Magic Pants (B)
4807      1       5       //Silverheart Runist Pants
4808	  1	  0	  //Blood Angel Knight Pants (C)	
4809	  1	  1	  //Dark Angel Knight Pants (C)	
4810	  1	  2	  //Holy Angel Knight Pants (C)	
4811	  1	  3	  //Soul Knight Pants (C)	
4812	  1	  4	  //Blue Eye Knight Pants (C)	
4813	  1	  5	  //Silverheart Knight Pants (C)	
4820	  1	  0	  //Blood Angel Gun Crusher Pants 
4821	  1	  1	  //Dark Angel Gun Crusher Pants 
4822	  1	  2	  //Holy Angel Gun Crusher Pants 
4823	  1	  3	  //Soul Gun Crusher Pants 
4829	  1	  6	  //Manticore Knight Pants 
4830	  1	  6	  //Manticore Wizard Pants 
4831	  1	  6	  //Manticore Elf Pants 
4832	  1	  6	  //Manticore Summoner Pants 
4833	  1	  6	  //Manticore Lord Pants 
4834	  1	  6	  //Manticore Fighter Pants 
4835	  1	  6	  //Manticore Lancer Pants 
4836	  1	  6	  //Manticore Elf Pants 
4837	  1	  6	  //Manticore Rune Wizard Pants 
4838	  1	  6	  //Manticore Slayer Pants 
4839	  1	  6	  //Manticore Knight Pants (Conviction)
4829	  1	  6	  //Manticore Wizard Amor
4830	  1	  6	  //Manticore Elf Amor
4831	  1	  6	  //Manticore Summoner Amor
4832	  1	  6	  //Manticore Magic Amor
4833	  1	  6	  //Manticore Lord Amor
4834	  1	  6	  //Manticore Fighter Amor
4835	  1	  6	  //Manticore Lancer Amor
4836	  1	  6	  //Manticore Elf Amor
4837	  1	  6	  //Manticore Magic Amor
4838	  1	  6	  //Manticore Rune Wizard Amor
4839	  1	  6	  //Manticore Slayer Amor
4840	  1	  6	  //Manticore Knight Amor (Conviction)
5218      1       0       //Bloodangel Knight Gloves
5219      1       0       //Bloodangel Wizard Gloves
5220      1       0       //Bloodangel Elf Gloves (A)
5221      1       0       //Bloodangel Summoner Gloves
5222      1       0       //Bloodangel Magic Gloves (A)
5223      1       0       //Bloodangel Lord Gloves
5225      1       0       //Bloodangel Lancer Gloves
5226      1       3       //Awakening Soul Knight Gloves
5227      1       3       //Awakening Soul Wizard Gloves
5228      1       3       //Awakening Soul Elf Gloves (A)
5229      1       3       //Awakening Soul Summoner Gloves
5230      1       3       //Awakening Soul Magic Gloves (A)
5231      1       3       //Awakening Soul Lord Gloves
5233      1       3       //Awakening Soul Lancer Gloves
5234      1       3       //Awakening Soul Elf Gloves (B)
5235      1       3       //Awakening Soul Magic Gloves (B)
5242      1       0       //Bloodangel Runist Glove
5243      1       1       //Darkangel Runist Gloves
5247      1       2       //Holyangel Runist Gloves
5248      1       3       //Awakening Soul Runist Gloves
5249      1       4       //Blue Eye Runist Gloves
5258      1       1       //Darkangel Knight Gloves
5259      1       1       //Darkangel Wizard Gloves
5260      1       1       //Darkangel Elf Gloves (A)
5261      1       1       //Darkangel Summoner Gloves
5262      1       1       //Darkangel Magic Gloves (A)
5263      1       1       //Darkangel Lord Gloves
5265      1       1       //Darkangel Lancer Gloves
5270      1       2       //Holyangel Knight Gloves
5271      1       2       //Holyangel Wizard Gloves
5272      1       2       //Holyangel Elf Gloves (A)
5273      1       2       //Holyangel Summoner Gloves
5274      1       2       //Holyangel Magic Gloves (A)
5275      1       2       //Holyangel Lord Gloves
5277      1       2       //Holyangel Lancer Gloves
5278      1       0       //Bloodangel Elf Gloves (B)
5279      1       1       //Darkangel Elf Gloves (B)
5280      1       2       //Holyangel Elf Gloves (B)
5281      1       0       //Bloodangel Magic Gloves (B)
5282      1       1       //Darkangel Magic Gloves (B)
5283      1       2       //Holyangel Magic Gloves (B)
5284      1       4       //Blue Eye Knight Gloves
5285      1       4       //Blue Eye Wizard Gloves
5286      1       4       //Blue Eye Elf Gloves (A)
5287      1       4       //Blue Eye Summoner Gloves
5288      1       4       //Blue Eye Magic Gloves (A)
5289      1       4       //Blue Eye Lord Gloves
5291      1       4       //Blue Eye Lancer Gloves
5292      1       4       //Blue Eye Elf Gloves (B)
5293      1       4       //Blue Eye Magic Gloves (B)
5300      1       0       //Bloodangel Slayer Gloves
5301      1       1       //Darkangel Slayer Gloves
5302      1       2       //Holyangel Slayer Gloves
5303      1       3       //Soul Slayer Gloves
5304	  1	  4	  //Blue Eye Slayer Gloves
5305	  1	  5	  //Silverheart Slayer Gloves
5309      1       5       //Silverheart Knight Gloves
5310      1       5       //Silverheart Wizard Gloves
5311      1       5       //Silverheart Elf Gloves (A)
5312      1       5       //Silverheart Summoner Gloves
5313      1       5       //Silverheart Magic Gloves (A)
5314      1       5       //Silverheart Lord Gloves
5316      1       5       //Silverheart Lancer Gloves
5317      1       5       //Silverheart Elf Gloves (B)
5318      1       5       //Silverheart Magic Gloves (B)
5319      1       5       //Silverheart Runist Gloves
5320	  1	  0	  //Blood Angel Knight Gloves (C)	
5321	  1	  1	  //Dark Angel Knight Gloves (C)	
5322	  1	  2	  //Holy Angel Knight Gloves (C)	
5323	  1	  3	  //Soul Knight Gloves (C)	
5324	  1	  4	  //Blue Eye Knight Gloves (C)	
5325	  1	  5	  //Silverheart Knight Gloves (C)	
5332	  1	  0	  //Blood Angel Gun Crusher Gloves
5333	  1	  1	  //Dark Angel Gun Crusher Gloves
5334	  1	  2	  //Holy Angel Gun Crusher Gloves
5335	  1	  3	  //Soul Gun Crusher Gloves
5341	  1	  6	  //Manticore Wizard Gloves
5342	  1	  6	  //Manticore Elf Gloves
5343	  1	  6	  //Manticore Summoner Gloves
5344	  1	  6	  //Manticore Magic Gloves
5345	  1	  6	  //Manticore Lord Gloves
5346	  1	  6	  //Manticore Fighter Gloves
5347	  1	  6	  //Manticore Lancer Gloves
5348	  1	  6	  //Manticore Elf Gloves
5349	  1	  6	  //Manticore Magic Gloves
5350	  1	  6	  //Manticore Rune Wizard Gloves
5351	  1	  6	  //Manticore Slayer Gloves
4852	  1	  6	  //Manticore Knight Gloves(Conviction)
5730      1       0       //Bloodangel Knight Boots
5731      1       0       //Bloodangel Wizard Boots
5732      1       0       //Bloodangel Elf Boots (A)
5733      1       0       //Bloodangel Summoner Boots
5734      1       0       //Bloodangel Magic Boots (A)
5735      1       0       //Bloodangel Lord Boots
5736      1       0       //Bloodangel Fighter Boots
5737      1       0       //Bloodangel Lancer Boots
5738      1       3       //Awakening Soul Knight Boots
5739      1       3       //Awakening Soul Wizard Boots
5740      1       3       //Awakening Soul Elf Boots (A)
5741      1       3       //Awakening Soul Summoner Boots
5742      1       3       //Awakening Soul Magic Boots (A)
5743      1       3       //Awakening Soul Lord Boots
5744      1       3       //Awakening Soul Fighter Boots
5745      1       3       //Awakening Soul Lancer Boots
5746      1       3       //Awakening Soul Elf Boots (B)
5747      1       3       //Awakening Soul Magic Boots (B)
5754      1       0       //Bloodangel Runist Boots
5755      1       1       //Darkangel Runist Boots
5759      1       2       //Holyangel Runist Boots
5760      1       3       //Awakening Soul Runist Boots
5761      1       4       //Blue Eye Runist Boots
5770      1       1       //Darkangel Knight Boots
5771      1       1       //Darkangel Wizard Boots
5772      1       1       //Darkangel Elf Boots (A)
5773      1       1       //Darkangel Summoner Boots
5774      1       1       //Darkangel Magic Boots (A)
5775      1       1       //Darkangel Lord Boots
5776      1       1       //Darkangel Fighter Boots
5777      1       1       //Darkangel Lancer Boots
5782      1       2       //Holyangel Knight Boots
5783      1       2       //Holyangel Wizard Boots
5784      1       2       //Holyangel Elf Boots (A)
5785      1       2       //Holyangel Summoner Boots
5786      1       2       //Holyangel Magic Boots (A)
5787      1       2       //Holyangel Lord Boots
5788      1       2       //Holyangel Fighter Boots
5789      1       2       //Holyangel Lancer Boots
5790      1       0       //Bloodangel Elf Boots (B)
5791      1       1       //Darkangel Elf Boots (B)
5792      1       2       //Holyangel Elf Boots (B)
5793      1       0       //Bloodangel Magic Boots (B)
5794      1       1       //Darkangel Magic Boots (B)
5795      1       2       //Holyangel Magic Boots (B)
5796      1       4       //Blue Eye Knight Boots
5797      1       4       //Blue Eye Wizard Boots
5798      1       4       //Blue Eye Elf Boots (A)
5799      1       4       //Blue Eye Summoner Boots
5800      1       4       //Blue Eye Magic Boots (A)
5801      1       4       //Blue Eye Lord Boots
5802      1       4       //Blue Eye Fighter Boots
5803      1       4       //Blue Eye Lancer Boots
5804      1       4       //Blue Eye Elf Boots (B)
5805      1       4       //Blue Eye Magic Boots (B)
5812      1       0       //Bloodangel Slayer Boots
5813      1       1       //Darkangel Slayer Boots
5814      1       2       //Holyangel Slayer Boots
5815      1       3       //Soul Slayer Boots
5816	  1	  4	  //Blue Eye Slayer Boots
5816	  1	  5	  //Silverheart Slayer Boots
5821      1       5       //Silverheart Knight Boots
5822      1       5       //Silverheart Wizard Boots
5823      1       5       //Silverheart Elf Boots (A)
5824      1       5       //Silverheart Summoner Boots
5825      1       5       //Silverheart Magic Boots (A)
5826      1       5       //Silverheart Lord Boots
5827      1       5       //Silverheart Fighter Boots
5828      1       5       //Silverheart Lancer Boots
5829      1       5       //Silverheart Elf Boots (B)
5830      1       5       //Silverheart Magic Boots (B)
5831      1       5       //Silverheart Runist Boots
5832	  1	  0	  //Blood Angel Knight Boots (C)	
5833	  1	  1	  //Dark Angel Knight Boots (C)	
5834	  1	  2	  //Holy Angel Knight Boots (C)	
5835	  1	  3	  //Soul Knight Boots (C)	
5836	  1	  4	  //Blue Eye Knight Boots (C)	
5837	  1	  5	  //Silverheart Knight Boots (C)	
5844	  1	  0	  //Blood Angel Gun Crusher Boots
5845	  1	  1	  //Dark Angel Gun Crusher Boots
5846	  1	  2	  //Holy Angel Gun Crusher Boots
5847	  1	  3	  //Soul Gun Crusher Boots
5853	  1	  6	  //Manticore Wizard Boots
5854	  1	  6	  //Manticore Elf Boots
5855	  1	  6	  //Manticore Summoner Boots
5856	  1	  6	  //Manticore Magic Boots
5857	  1	  6	  //Manticore Lord Boots
5858	  1	  6	  //Manticore Fighter Boots
5859	  1	  6	  //Manticore Lancer Boots
5860	  1	  6	  //Manticore Elf Boots
5861	  1	  6	  //Manticore Magic Boots
5862	  1	  6	  //Manticore Rune Wizard Boots
5863	  1	  6	  //Manticore Slayer Boots
5864	  1	  6	  //Manticore Knight Boots (Conviction)
end
