//|================================================================|
//| CashShop Editor  - Season 18                                   |
//| By OMEGA and Oliveira                                          |
//|================================================================|
//ID	Number	Value	Item	Level	Skill	Luck	Option	ExOpt	AncOp	JOH	Oexe	Socket1	Socket2	Socket3	Socket4	Socket5	Qtd	Duration	Comment
1530	1531	84	6768	0	0	0	0	0	0	0	0	255	255	255	255	255	255	604800	// Amethyst Ring (7 Days)
1530	1532	360	6768	0	0	0	0	0	0	0	0	255	255	255	255	255	255	2592000	// Amethyst Ring (30 Days)
1540	1540	12	6770	0	0	0	0	0	0	0	0	255	255	255	255	255	255	86400	// Emerald Necklace (1 Days)
1540	1541	84	6770	0	0	0	0	0	0	0	0	255	255	255	255	255	255	604800	// Emerald Necklace (7 Days)
1540	1542	360	6770	0	0	0	0	0	0	0	0	255	255	255	255	255	255	2592000	// Emerald Necklace (30 Days)
1550	1550	12	6769	0	0	0	0	0	0	0	0	255	255	255	255	255	255	86400	// Ruby Necklace (1 Days)
1550	1551	84	6769	0	0	0	0	0	0	0	0	255	255	255	255	255	255	604800	// Ruby Necklace (7 Days)
1550	1552	360	6769	0	0	0	0	0	0	0	0	255	255	255	255	255	255	2592000	// Ruby Necklace (30 Days)
1560	1560	12	6771	0	0	0	0	0	0	0	0	255	255	255	255	255	255	86400	// Sapphire Necklace (1 Days)
1560	1561	84	6771	0	0	0	0	0	0	0	0	255	255	255	255	255	255	604800	// Sapphire Necklace (7 Days)
1560	1562	360	6771	0	0	0	0	0	0	0	0	255	255	255	255	255	255	2592000	// Sapphire Necklace (30 Days)
1570	1570	30	6790	0	0	0	0	0	0	0	0	255	255	255	255	255	1	86400	// Worn Horseshoe (1 Days)
1570	1571	210	6790	0	0	0	0	0	0	0	0	255	255	255	255	255	1	604800	// Worn Horseshoe (7 Days)
1570	1572	900	6790	0	0	0	0	0	0	0	0	255	255	255	255	255	1	2592000	// Worn Horseshoe (30 Days)
1580	1580	195	6798	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// 2nd Lucky Helm Ticket (1 UN)
1590	1590	195	6796	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// 2nd Lucky Armor Ticket (1 UN)
1600	1600	195	6797	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// 2nd Lucky Pants Ticket (1 UN)
1610	1610	195	6799	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// 2nd Lucky Gloves Ticket (1 UN)
1620	1620	195	6800	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// 2nd Lucky Boots Ticket (1 UN)
1630	1630	500	10362	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// MU Pass Ticket (1 UN)
1640	1640	15	7221	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Talisman of Luck (1 UN)
1650	1650	300	7264	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Talisman of Chaos Assembly (1 UN)
1660	1660	1000	6552	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// [Bound]Finished Loch's Magic Solution (1 UN)
1670	1670	3000	6554	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// [Bound]Finished Condor's Magic Solution (1 UN)
1680	1680	100	7357	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Elemental Talisman of Luck (1 UN)
1690	1690	100	7358	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Elemental Talisman of Chaos (1 UN)
1700	1700	20	6710	0	0	0	0	0	0	0	0	255	255	255	255	255	5	0	// Reset Fruit Strength (1 UN)
1710	1710	20	6711	0	0	0	0	0	0	0	0	255	255	255	255	255	5	0	// Reset Fruit Quickness (1 UN)
1720	1720	20	6712	0	0	0	0	0	0	0	0	255	255	255	255	255	5	0	// Reset Fruit Health (1 UN)
1730	1730	20	6713	0	0	0	0	0	0	0	0	255	255	255	255	255	5	0	// Reset Fruit Energy (1 UN)
1740	1740	20	6714	0	0	0	0	0	0	0	0	255	255	255	255	255	5	0	// Reset Fruit Control (1 UN)
1750	1750	150	6808	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Scroll of Green Oblivion (1 UN)
1760	1760	150	6809	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Scroll of Blue Oblivion (1 UN)
1770	1770	150	6810	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Scroll of Red Oblivion (1 UN)
1780	1780	400	6811	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Scroll of Gray Oblivion (1 UN)
1790	1790	500	7165	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Scroll of Black Oblivion (1 UN)
1800	1800	15	6702	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Devil Square Ticket (1 UN)
1800	1801	150	6702	0	0	0	0	0	0	0	0	255	255	255	255	255	10	0	// Devil Square Ticket (1 UN)
1810	1810	15	6703	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Blood Castle Ticket (1 UN)
1810	1811	150	6703	0	0	0	0	0	0	0	0	255	255	255	255	255	10	0	// Blood Castle Ticket (1 UN)
1820	1820	20	6704	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Kalima Ticket (1 UN)
1820	1821	200	6704	0	0	0	0	0	0	0	0	255	255	255	255	255	10	0	// Kalima Ticket (1 UN)
1830	1830	20	10348	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Varka Event Ticket (1 UN)
1830	1831	200	10348	0	0	0	0	0	0	0	0	255	255	255	255	255	10	0	// Varka Event Ticket (10 UN)
1840	1840	75	10349	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Boss Battle Event Ticket (1 UN)
1840	1841	750	10349	0	0	0	0	0	0	0	0	255	255	255	255	255	10	0	// Boss Battle Event Ticket (10 UN)
1850	1850	75	7598	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Elena's Letter (1 UN)
1850	1851	750	7598	0	0	0	0	0	0	0	0	255	255	255	255	255	10	0	// Elena's Letter (1 UN)
1860	1860	150	6694	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Moonstone Pendant (1 UN)
1870	1870	1500	10363	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Gold Pass Ticket (1 UN)
1880	1880	3000	10364	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Premium Pass Ticket (1 UN)
1890	1890	1000	7485	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Talisman Element Change (1 UN)
1900	1900	750	7377	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Tradeable Seal (1 UN)
1910	1910	550	6738	0	0	0	0	0	0	0	0	255	255	255	255	255	1	86400	// Talisman of Item Protection (1 Days)
1910	1911	365	6738	0	0	0	0	0	0	0	0	255	255	255	255	255	1	604800	// Talisman of Item Protection (7 Days)
1910	1912	1225	6738	0	0	0	0	0	0	0	0	255	255	255	255	255	1	2592000	// Talisman of Item Protection (30 Days)
1920	1920	150	7280	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Silver Key (1 UN)
1930	1930	200	7281	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Gold Key (1 UN)
1940	1940	400	6699	0	0	0	0	0	0	0	0	255	255	255	255	255	1	86400	// Seal of Ascension (1 Days)
1950	1950	450	6749	0	0	0	0	0	0	0	0	255	255	255	255	255	1	86400	// Master Seal of Ascension (1 Days)
1960	1960	450	6700	0	0	0	0	0	0	0	0	255	255	255	255	255	1	86400	// Seal of Wealth (1 Days)
1970	1970	500	6750	0	0	0	0	0	0	0	0	255	255	255	255	255	1	86400	// Master Seal of Wealth (1 Days)
1970	1971	300	6750	0	0	0	0	0	0	0	0	255	255	255	255	255	1	604800	// Master Seal of Wealth (7 Days)
1970	1972	800	6750	0	0	0	0	0	0	0	0	255	255	255	255	255	1	2592000	// Master Seal of Wealth (30 Days)
1980	1980	150	7240	0	0	0	0	0	0	0	0	255	255	255	255	255	1	1800	// Scroll of Quickness (30 Minutes)
1990	1990	150	7241	0	0	0	0	0	0	0	0	255	255	255	255	255	1	1800	// Scroll of Defense (30 Minutes)
2000	2000	150	7242	0	0	0	0	0	0	0	0	255	255	255	255	255	1	1800	// Scroll of Wrath (30 Minutes)
2010	2010	150	7243	0	0	0	0	0	0	0	0	255	255	255	255	255	1	1800	// Scroll of Wizardry (30 Minutes)
2020	2020	150	7244	0	0	0	0	0	0	0	0	255	255	255	255	255	1	1800	// Scroll of Health (30 Minutes)
2030	2030	150	7245	0	0	0	0	0	0	0	0	255	255	255	255	255	1	1800	// Scroll of Mana (30 Minutes)
2040	2040	150	7265	0	0	0	0	0	0	0	0	255	255	255	255	255	1	1800	// Scroll of Battle (30 Minutes)
2050	2050	150	7266	0	0	0	0	0	0	0	0	255	255	255	255	255	1	1800	// Scroll of Strength (30 Minutes)
2060	2060	200	6720	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Demon (1 Days)
2060	2061	1400	6720	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Demon (7 Days)
2070	2070	150	6721	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Spirit of Guardian (1 Days)
2070	2071	1050	6721	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Spirit of Guardian (7 Days)
2080	2080	150	6676	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Wizards Ring (1 Days)
2080	2081	1050	6676	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Wizards Ring (7 Days)
2090	2090	240	6736	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Pet Panda (1 Days)
2100	2100	175	6732	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Panda Ring (1 Days)
2110	2110	260	6779	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Pet Skeleton (1 Days)
2110	2111	220	6779	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Pet Skeleton (7 Days)
2110	2112	950	6779	0	0	0	0	0	0	0	0	255	255	255	255	255	0	2592000	// Pet Skeleton (30 Days)
2120	2120	180	6778	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Skeleton Transformation Ring (1 Days)
2140	2140	450	7221	0	0	0	0	0	0	0	0	255	255	255	255	255	10	0	// Talisman of Luck (1 UN)
2150	2150	650	7264	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Talisman of Chaos Assembly (1 UN)
2160	2160	450	7357	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Elemental Talisman of Luck (1 UN)
2170	2170	650	7358	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Elemental Talisman of Chaos (1 UN)
2180	2180	30	6710	0	0	0	0	0	0	0	0	255	255	255	255	255	5	0	// Reset Fruit Strength (1 UN)
2190	2190	30	6711	0	0	0	0	0	0	0	0	255	255	255	255	255	5	0	// Reset Fruit Quickness (1 UN)
2200	2200	30	6712	0	0	0	0	0	0	0	0	255	255	255	255	255	5	0	// Reset Fruit Health (1 UN)
2210	2210	30	6713	0	0	0	0	0	0	0	0	255	255	255	255	255	5	0	// Reset Fruit Energy (1 UN)
2220	2220	30	6714	0	0	0	0	0	0	0	0	255	255	255	255	255	5	0	// Reset Fruit Control (1 UN)
2230	2230	675	6808	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Scroll of Green Oblivion (1 UN)
2240	2240	675	6809	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Scroll of Blue Oblivion (1 UN)
2250	2250	675	6810	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Scroll of Red Oblivion (1 UN)
2260	2260	2025	6811	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Scroll of Gray Oblivion (1 UN)
2270	2270	2025	7165	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Scroll of Black Oblivion (1 UN)
10000	10000	1	6699	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Seal of Ascension (1 Days) ( Regular EXP)
10001	10001	1	6700	0	0	0	0	0	0	0	0	255	255	255	255	255	1	86400	// Seal of Wealth (1 Days) ( Regular EXP)
10002	10002	1	6736	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Pet Panda (1 Days) ( Regular EXP)
10003	10003	1	6732	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Panda Ring (1 Days) ( Regular EXP)
10004	10004	1	6749	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Master Seal of Ascension (7 Days)
10005	10005	1	6750	0	0	0	0	0	0	0	0	255	255	255	255	255	1	25200	// Master Seal of Wealth (7 Days)
10006	10006	1	6736	0	0	0	0	0	0	0	0	255	255	255	255	255	1	25200	// Pet Panda (7 Days)
10007	10007	1	6732	0	0	0	0	0	0	0	0	255	255	255	255	255	1	25200	// Panda Ring (7 Days)
10008	10008	1	6749	0	0	0	0	0	0	0	0	255	255	255	255	255	1	2592000	// (Pack)Master Seal of Ascension (30 Days)
10009	10009	1	6750	0	0	0	0	0	0	0	0	255	255	255	255	255	1	2592000	// (Pack)Master Seal of Wealth (30 Days)
10010	10010	1	6736	0	0	0	0	0	0	0	0	255	255	255	255	255	1	2592000	// (Pack)Pet Panda (30 Days)
10011	10011	1	6732	0	0	0	0	0	0	0	0	255	255	255	255	255	1	2592000	// (Pack)Panda Ring (30 Days)
10012	10012	1	7242	0	0	0	0	0	0	0	0	255	255	255	255	255	1	86400	// (Pack)Scroll of Wrath (1 Days)
10013	10013	1	7243	0	0	0	0	0	0	0	0	255	255	255	255	255	1	86400	// (Pack)Scroll of Wizardry (1 Days)
10014	10014	1	7244	0	0	0	0	0	0	0	0	255	255	255	255	255	1	86400	// (Pack)Scroll of Health (1 Days)
10015	10015	1	7245	0	0	0	0	0	0	0	0	255	255	255	255	255	1	86400	// (Pack)Scroll of Mana (1 Days)
10016	10016	1	7241	0	0	0	0	0	0	0	0	255	255	255	255	255	1	86400	// (Pack)Scroll of Defense (1 Days)
10017	10017	1	7240	0	0	0	0	0	0	0	0	255	255	255	255	255	1	86400	// (Pack)Scroll of Quickness (1 Days)
10018	10018	1	7396	0	0	0	0	0	0	0	0	255	255	255	255	255	1	604800	// (Pack)Scroll Master of Mana (7 Days)
10019	10019	1	7397	0	0	0	0	0	0	0	0	255	255	255	255	255	1	604800	// (Pack)Scroll Master of Wrath (7 Days)
10020	10020	1	7398	0	0	0	0	0	0	0	0	255	255	255	255	255	1	604800	// (Pack)Scroll Master of Recovery (7 Days)
10021	10021	1	7399	0	0	0	0	0	0	0	0	255	255	255	255	255	1	604800	// (Pack)Scroll Master of Battle (7 Days)
10022	10022	1	7400	0	0	0	0	0	0	0	0	255	255	255	255	255	1	604800	// (Pack)Scroll Master of Strenghener (7 Days)
10023	10023	1	7393	0	0	0	0	0	0	0	0	255	255	255	255	255	1	604800	// (Pack)Scroll Master of Defense (7 Days)
10024	10024	1	7394	0	0	0	0	0	0	0	0	255	255	255	255	255	1	604800	// (Pack)Scroll Master of Wizardry (7 Days)
10025	10025	1	7395	0	0	0	0	0	0	0	0	255	255	255	255	255	1	604800	// (Pack)Scroll Master of Health (7 Days)
10026	10026	1	7396	0	0	0	0	0	0	0	0	255	255	255	255	255	1	2592000	// (Pack)Scroll Master of Mana (30 Days)
10027	10027	1	7395	0	0	0	0	0	0	0	0	255	255	255	255	255	1	2592000	// (Pack)Scroll Master of Health (30 Days)
10028	10028	1	7393	0	0	0	0	0	0	0	0	255	255	255	255	255	1	2592000	// (Pack)Scroll Master of Defense (30 Days)
10029	10029	1	7394	0	0	0	0	0	0	0	0	255	255	255	255	255	1	2592000	// (Pack)Scroll Master of Wizardry (30 Days)
10030	10030	1	7397	0	0	0	0	0	0	0	0	255	255	255	255	255	1	2592000	// (Pack)Scroll Master of Wrath (30 Days)
end
