0
//Group   Index   Skill   Color   MinLevel   MaxLevel   ExtValue   RelatedSkill   ReplaceSkill   RequireSkill
3         51      1046    2       1          20         91         0              0              1024
3         52      1058    2       1          30         103        0              0              1036
3         53      1190    2       10         20         207        0              0              1166
3         54      1184    2       1          30         201        0              0              1178
3         55      1185    2       1          30         202        0              0              1179
3         61      1047    2       1          20         92         0              0              1025
3         62      1059    2       1          30         104        0              0              1037
3         63      1192    2       10         20         209        0              0              1170
3         64      1188    2       1          30         205        0              0              1182
3         65      1189    2       1          30         206        0              0              1183
4         0       1203    0       1          20         235        1501           1501           0
4         1       1002    0       15         15         46         0              0              1203
4         2       1007    0       1          20         52         0              0              1002
4         3       1008    0       1          10         54         0              0              1007
4         4       1010    0       10         10         60         0              0              1008
4         5       1001    0       1          20         44         0              0              1010
4         6       1020    0       1          20         66         0              0              1001
4         11      1024    1       1          20         179        0              0              0
4         12      1028    1       1          30         74         0              0              1024
4         13      1166    1       10         20         183        0              0              1024
4         14      1178    1       1          30         195        0              0              1024
4         15      1172    1       10         20         189        0              0              1024
4         21      1040    1       10         10         86         0              0              1024
4         22      1036    1       1          30         82         0              0              1040
4         23      1167    1       10         20         184        0              0              1040
4         24      1179    1       1          30         196        0              0              1040
4         25      1032    1       1          10         78         0              0              1040
4         31      1026    1       1          20         181        0              0              0
4         32      1030    1       1          30         76         0              0              1026
4         33      1168    1       10         20         185        0              0              1026
4         34      1180    1       1          30         197        0              0              1026
4         35      1174    1       10         20         191        0              0              1026
4         41      1042    1       10         10         88         0              0              1026
4         42      1038    1       1          30         84         0              0              1042
4         43      1169    1       10         20         186        0              0              1042
4         44      1181    1       1          30         198        0              0              1042
4         45      1034    1       1          10         80         0              0              1042
4         51      1046    2       1          20         91         0              0              1024
4         52      1058    2       1          30         103        0              0              1036
4         53      1190    2       10         20         207        0              0              1166
4         54      1184    2       1          30         201        0              0              1178
4         55      1185    2       1          30         202        0              0              1179
4         61      1048    2       1          20         93         0              0              1026
4         62      1060    2       1          30         105        0              0              1038
4         63      1191    2       10         20         208        0              0              1168
4         64      1186    2       1          30         203        0              0              1180
4         65      1187    2       1          30         204        0              0              1181
5         0       1204    0       1          20         237        1503           1503           0
5         1       1205    0       1          15         238        0           	  0              1204
5         2       1206    0       1          20         239        0           	  0              1205
5         3       1207    0       1          10         240        0              0              1206
5         4       1208    0       1          10         241        0              0              1207
5         5       1209    0       1          20         242        0              0              1208
5         6       1210    0       1          20         243        0              0              1209
6         0       1125    3       10         10         139        0              0              0
6         1       1199    3       10         20         218        0              0              1125
6         2       1129    3       1          20         143        0              0              1199
6         3       1133    3       10         10         147        0              0              1129
6         4       1196    3       1          20         215        0              0              1133
6         10      1126    3       10         10         140        0              0              0
6         11      1200    3       10         20         219        0              0              1126
6         12      1130    3       1          20         144        0              0              1200
6         13      1134    3       10         10         148        0              0              1130
6         14      1197    3       1          20         216        0              0              1134
6         20      1127    3       10         10         141        0              0              0
6         21      1201    3       10         20         220        0              0              1127
6         22      1131    3       1          20         145        0              0              1201
6         23      1135    3       10         10         149        0              0              1131
6         24      1198    3       1          20         217        0              0              1135
end

2
//Group   Index   Skill   Color   MinLevel   MaxLevel   ExtValue   RelatedSkill   ReplaceSkill   RequireSkill
0         0       1081    0       1          20         118        24             418            0
0         1       1002    0       15         15         45         0              0              1081
0         2       1007    0       1          20         52         0              0              1002
0         3       1008    0       1          10         54         0              0              1007
0         4       1010    0       10         10         61         0              0              1008
0         5       1001    0       1          20         44         0              0              1010
0         6       1020    0       1          20         66         0              0              1001
0         11      1026    1       1          20         181        0              0              0
0         12      1030    1       1          30         76         0              0              1026
0         13      1168    1       10         20         185        0              0              1026
0         14      1180    1       1          30         197        0              0              1026
0         15      1174    1       10         20         191        0              0              1026
0         21      1042    1       10         10         88         0              0              1026
0         22      1038    1       1          30         84         0              0              1042
0         23      1169    1       10         20         186        0              0              1042
0         24      1181    1       1          30         198        0              0              1042
0         25      1034    1       1          10         80         0              0              1042
0         31      1025    1       1          20         180        0              0              0
0         32      1029    1       1          30         75         0              0              1025
0         33      1170    1       10         20         187        0              0              1025
0         34      1182    1       1          30         199        0              0              1025
0         35      1176    1       10         20         193        0              0              1025
0         41      1041    1       10         10         87         0              0              1025
0         42      1037    1       1          30         83         0              0              1041
0         43      1171    1       10         20         188        0              0              1041
0         44      1183    1       1          30         200        0              0              1041
0         45      1033    1       1          10         79         0              0              1041
0         51      1048    2       1          20         93         0              0              1026
0         52      1060    2       1          30         105        0              0              1038
0         53      1191    2       10         20         208        0              0              1168
0         54      1186    2       1          30         203        0              0              1180
0         55      1187    2       1          30         204        0              0              1181
0         61      1047    2       1          20         92         0              0              1025
0         62      1059    2       1          30         104        0              0              1037
0         63      1192    2       10         20         209        0              0              1170
0         64      1188    2       1          30         205        0              0              1182
0         65      1189    2       1          30         206        0              0              1183
1         0       1083    0       1          20         119        235            411            0
1         1       1002    0       15         15         45         0              0              1083
1         2       1007    0       1          20         52         0              0              1002
1         3       1008    0       1          10         54         0              0              1007
1         4       1010    0       10         10         61         0              0              1008
1         5       1001    0       1          20         44         0              0              1010
1         6       1020    0       1          20         66         0              0              1001
1         11      1026    1       1          20         181        0              0              0
1         12      1030    1       1          30         76         0              0              1026
1         13      1168    1       10         20         185        0              0              1026
1         14      1180    1       1          30         197        0              0              1026
1         15      1174    1       10         20         191        0              0              1026
1         21      1042    1       10         10         88         0              0              1026
1         22      1038    1       1          30         84         0              0              1042
1         23      1169    1       10         20         186        0              0              1042
1         24      1181    1       1          30         198        0              0              1042
1         25      1034    1       1          10         80         0              0              1042
1         31      1024    1       1          20         179        0              0              0
1         32      1028    1       1          30         74         0              0              1024
1         33      1166    1       10         20         183        0              0              1024
1         34      1178    1       1          30         195        0              0              1024
1         35      1172    1       10         20         189        0              0              1024
1         41      1040    1       10         10         86         0              0              1024
1         42      1036    1       1          30         82         0              0              1040
1         43      1167    1       10         20         184        0              0              1040
1         44      1179    1       1          30         196        0              0              1040
1         45      1032    1       1          10         78         0              0              1040
1         51      1048    2       1          20         93         0              0              1026
1         52      1060    2       1          30         105        0              0              1038
1         53      1191    2       10         20         208        0              0              1168
1         54      1186    2       1          30         203        0              0              1180
1         55      1187    2       1          30         204        0              0              1181
1         61      1046    2       1          20         91         0              0              1024
1         62      1058    2       1          30         103        0              0              1036
1         63      1190    2       10         20         207        0              0              1166
1         64      1184    2       1          30         201        0              0              1178
1         65      1185    2       1          30         202        0              0              1179
2         0       1085    0       1          20         120        727            727            0
2         1       1003    0       15         15         46         0              0              1085
2         2       1007    0       1          20         52         0              0              1003
2         3       1008    0       1          10         54         0              0              1007
2         4       1010    0       10         10         61         0              0              1008
2         5       1001    0       1          20         44         0              0              1010
2         6       1020    0       1          20         66         0              0              1001
2         11      1024    1       1          20         179        0              0              0
2         12      1028    1       1          30         74         0              0              1024
2         13      1166    1       10         20         183        0              0              1024
2         14      1178    1       1          30         195        0              0              1024
2         15      1172    1       10         20         189        0              0              1024
2         21      1040    1       10         10         86         0              0              1024
2         22      1036    1       1          30         82         0              0              1040
2         23      1167    1       10         20         184        0              0              1040
2         24      1179    1       1          30         196        0              0              1040
2         25      1032    1       1          10         78         0              0              1040
2         31      1026    1       1          20         181        0              0              0
2         32      1030    1       1          30         76         0              0              1026
2         33      1168    1       10         20         185        0              0              1026
2         34      1180    1       1          30         197        0              0              1026
2         35      1174    1       10         20         191        0              0              1026
2         41      1042    1       10         10         88         0              0              1026
2         42      1038    1       1          30         84         0              0              1042
2         43      1169    1       10         20         186        0              0              1042
2         44      1181    1       1          30         198        0              0              1042
2         45      1034    1       1          10         80         0              0              1042
2         51      1046    2       1          20         91         0              0              1024
2         52      1058    2       1          30         103        0              0              1036
2         53      1190    2       10         20         207        0              0              1166
2         54      1184    2       1          30         201        0              0              1178
2         55      1185    2       1          30         202        0              0              1179
2         61      1048    2       1          20         93         0              0              1026
2         62      1060    2       1          30         105        0              0              1038
2         63      1191    2       10         20         208        0              0              1168
2         64      1186    2       1          30         203        0              0              1180
2         65      1187    2       1          30         204        0              0              1181
3         0       1125    3       10         10         139        0              0              0
3         1       1199    3       10         20         218        0              0              1125
3         2       1129    3       1          20         143        0              0              1199
3         3       1133    3       10         10         147        0              0              1129
3         4       1196    3       1          20         215        0              0              1133
3         10      1126    3       10         10         140        0              0              0
3         11      1200    3       10         20         219        0              0              1126
3         12      1130    3       1          20         144        0              0              1200
3         13      1134    3       10         10         148        0              0              1130
3         14      1197    3       1          20         216        0              0              1134
3         20      1127    3       10         10         141        0              0              0
3         21      1201    3       10         20         220        0              0              1127
3         22      1131    3       1          20         145        0              0              1201
3         23      1135    3       10         10         149        0              0              1131
3         24      1198    3       1          20         217        0              0              1135
end

3
//Group   Index   Skill   Color   MinLevel   MaxLevel   ExtValue   RelatedSkill   ReplaceSkill   RequireSkill
0         0       1094    0       1          20         125        732            732            0
0         1       1002    0       15         15         45         0              0              1094
0         2       1007    0       1          20         51         0              0              1002
0         3       1008    0       1          10         54         0              0              1007
0         4       1009    0       10         10         60         0              0              1008
0         5       1001    0       1          20         44         0              0              1009
0         6       1020    0       1          20         66         0              0              1001
0         11      1026    1       1          20         181        0              0              0
0         12      1030    1       1          30         76         0              0              1026
0         13      1168    1       10         20         185        0              0              1026
0         14      1180    1       1          30         197        0              0              1026
0         15      1174    1       10         20         191        0              0              1026
0         21      1042    1       10         10         88         0              0              1026
0         22      1038    1       1          30         84         0              0              1042
0         23      1169    1       10         20         186        0              0              1042
0         24      1181    1       1          30         198        0              0              1042
0         25      1034    1       1          10         80         0              0              1042
0         31      1024    1       1          20         179        0              0              0
0         32      1028    1       1          30         74         0              0              1024
0         33      1166    1       10         20         183        0              0              1024
0         34      1178    1       1          30         195        0              0              1024
0         35      1172    1       10         20         189        0              0              1024
0         41      1040    1       10         10         86         0              0              1024
0         42      1036    1       1          30         82         0              0              1040
0         43      1167    1       10         20         184        0              0              1040
0         44      1179    1       1          30         196        0              0              1040
0         45      1032    1       1          10         78         0              0              1040
0         51      1048    2       1          20         93         0              0              1026
0         52      1060    2       1          30         105        0              0              1038
0         53      1191    2       10         20         208        0              0              1168
0         54      1186    2       1          30         203        0              0              1180
0         55      1187    2       1          30         204        0              0              1181
0         61      1046    2       1          20         91         0              0              1024
0         62      1058    2       1          30         103        0              0              1036
0         63      1190    2       10         20         207        0              0              1166
0         64      1184    2       1          30         201        0              0              1178
0         65      1185    2       1          30         202        0              0              1179
1         0       1095    0       1          20         126        731            731            0
1         1       1002    0       15         15         45         0              0              1095
1         2       1007    0       1          20         51         0              0              1002
1         3       1008    0       1          10         54         0              0              1007
1         4       1009    0       10         10         60         0              0              1008
1         5       1001    0       1          20         44         0              0              1009
1         6       1020    0       1          20         66         0              0              1001
1         11      1025    1       1          20         180        0              0              0
1         12      1029    1       1          30         75         0              0              1025
1         13      1170    1       10         20         187        0              0              1025
1         14      1182    1       1          30         199        0              0              1025
1         15      1176    1       10         20         193        0              0              1025
1         21      1041    1       10         10         87         0              0              1025
1         22      1037    1       1          30         83         0              0              1041
1         23      1171    1       10         20         188        0              0              1041
1         24      1183    1       1          30         200        0              0              1041
1         25      1033    1       1          10         79         0              0              1041
1         31      1026    1       1          20         181        0              0              0
1         32      1030    1       1          30         76         0              0              1026
1         33      1168    1       10         20         185        0              0              1026
1         34      1180    1       1          30         197        0              0              1026
1         35      1174    1       10         20         191        0              0              1026
1         41      1042    1       10         10         88         0              0              1026
1         42      1038    1       1          30         84         0              0              1042
1         43      1169    1       10         20         186        0              0              1042
1         44      1181    1       1          30         198        0              0              1042
1         45      1034    1       1          10         80         0              0              1042
1         51      1047    2       1          20         92         0              0              1025
1         52      1059    2       1          30         104        0              0              1037
1         53      1192    2       10         20         209        0              0              1170
1         54      1188    2       1          30         205        0              0              1182
1         55      1189    2       1          30         206        0              0              1183
1         61      1048    2       1          20         93         0              0              1026
1         62      1060    2       1          30         105        0              0              1038
1         63      1191    2       10         20         208        0              0              1168
1         64      1186    2       1          30         203        0              0              1180
1         65      1187    2       1          30         204        0              0              1181
2         0       1092    0       1          20         124        55             493            0
2         1       1002    0       15         15         45         0              0              1092
2         2       1007    0       1          20         52         0              0              1002
2         3       1008    0       1          10         54         0              0              1007
2         4       1010    0       10         10         61         0              0              1008
2         5       1001    0       1          20         44         0              0              1010
2         6       1020    0       1          20         66         0              0              1001
2         11      1024    1       1          20         179        0              0              0
2         12      1028    1       1          30         74         0              0              1024
2         13      1166    1       10         20         183        0              0              1024
2         14      1178    1       1          30         195        0              0              1024
2         15      1172    1       10         20         189        0              0              1024
2         21      1040    1       10         10         86         0              0              1024
2         22      1036    1       1          30         82         0              0              1040
2         23      1167    1       10         20         184        0              0              1040
2         24      1179    1       1          30         196        0              0              1040
2         25      1032    1       1          10         78         0              0              1040
2         31      1026    1       1          20         181        0              0              0
2         32      1030    1       1          30         76         0              0              1026
2         33      1168    1       10         20         185        0              0              1026
2         34      1180    1       1          30         197        0              0              1026
2         35      1174    1       10         20         191        0              0              1026
2         41      1042    1       10         10         88         0              0              1026
2         42      1038    1       1          30         84         0              0              1042
2         43      1169    1       10         20         186        0              0              1042
2         44      1181    1       1          30         198        0              0              1042
2         45      1034    1       1          10         80         0              0              1042
2         51      1046    2       1          20         91         0              0              1024
2         52      1058    2       1          30         103        0              0              1036
2         53      1190    2       10         20         207        0              0              1166
2         54      1184    2       1          30         201        0              0              1178
2         55      1185    2       1          30         202        0              0              1179
2         61      1048    2       1          20         93         0              0              1026
2         62      1060    2       1          30         105        0              0              1038
2         63      1191    2       10         20         208        0              0              1168
2         64      1186    2       1          30         203        0              0              1180
2         65      1187    2       1          30         204        0              0              1181
3         0       1089    0       1          20         123        733            733            0
3         1       1002    0       15         15         45         0              0              1089
3         2       1007    0       1          20         51         0              0              1002
3         3       1011    0       10         10         62         0              0              1007
3         4       1010    0       10         10         61         0              0              1011
3         5       1001    0       1          20         44         0              0              1010
3         6       1021    0       1          20         67         0              0              1001
3         11      1025    1       1          20         180        0              0              0
3         12      1029    1       1          30         75         0              0              1025
3         13      1170    1       10         20         187        0              0              1025
3         14      1182    1       1          30         199        0              0              1025
3         15      1176    1       10         20         193        0              0              1025
3         21      1041    1       10         10         87         0              0              1025
3         22      1037    1       1          30         83         0              0              1041
3         23      1171    1       10         20         188        0              0              1041
3         24      1183    1       1          30         200        0              0              1041
3         25      1033    1       1          10         79         0              0              1041
3         31      1026    1       1          20         181        0              0              0
3         32      1030    1       1          30         76         0              0              1026
3         33      1168    1       10         20         185        0              0              1026
3         34      1180    1       1          30         197        0              0              1026
3         35      1174    1       10         20         191        0              0              1026
3         41      1042    1       10         10         88         0              0              1026
3         42      1038    1       1          30         84         0              0              1042
3         43      1169    1       10         20         186        0              0              1042
3         44      1181    1       1          30         198        0              0              1042
3         45      1034    1       1          10         80         0              0              1042
3         51      1047    2       1          20         92         0              0              1025
3         52      1059    2       1          30         104        0              0              1037
3         53      1192    2       10         20         209        0              0              1170
3         54      1188    2       1          30         205        0              0              1182
3         55      1189    2       1          30         206        0              0              1183
3         61      1048    2       1          20         93         0              0              1026
3         62      1060    2       1          30         105        0              0              1038
3         63      1191    2       10         20         208        0              0              1168
3         64      1186    2       1          30         203        0              0              1180
3         65      1187    2       1          30         204        0              0              1181
4         0       1087    0       1          20         121        237            496            0
4         1       1003    0       15         15         46         0              0              1087
4         2       1007    0       1          20         51         0              0              1003
4         3       1009    0       10         10         60         0              0              1007
4         4       1012    0       10         10         63         0              0              1009
4         5       1001    0       1          20         44         0              0              1012
4         6       1021    0       1          20         67         0              0              1001
4         11      1026    1       1          20         181        0              0              0
4         12      1030    1       1          30         76         0              0              1026
4         13      1168    1       10         20         185        0              0              1026
4         14      1180    1       1          30         197        0              0              1026
4         15      1174    1       10         20         191        0              0              1026
4         21      1042    1       10         10         88         0              0              1026
4         22      1038    1       1          30         84         0              0              1042
4         23      1169    1       10         20         186        0              0              1042
4         24      1181    1       1          30         198        0              0              1042
4         25      1034    1       1          10         80         0              0              1042
